"Código","Nombre","Régimen","Dirección","Localidad","Teléfono","Fax","Latitud","Longitud","Titularidad","CIF","Comarca","Email","Web","Servicios complementarios"
"Código: 46033051","ESCUELA INFANTIL DE PRIMER CICLO MUNICIPAL MARÍA JOSÉ SUCH RIGLA","Régimen: PÚBLICO","Calle PASEO, S/N","LA CANAL DE NAVARRÉS","962 26 70 36   ","escuelainfantil@navarres.es","","","","","","46823 - NAVARRÉS","mailto:escuelainfantil@navarres.es",""
"Código: 46021204","ESCUELA PRIVADA DE MÚSICA FOMENTO MUSICAL","Régimen: PRIVADO","Calle ALEGRÍA DE LA HUERTA, S/N","LA CANAL DE NAVARRÉS","962 25 11 00   ","salvasc@hotmail.com","","","","","","46823 - NAVARRÉS","","Aula música"
"Código: 46022178","INSTITUTO DE EDUCACIÓN SECUNDARIA LA CANAL DE NAVARRÉS","Régimen: PÚBLICO","Calle DOCTOR JOSÉ VICENTE PÉREZ CALATAYUD, 41","46823 - NAVARRÉS","962 24 90 90   ","962 24 90 91","39,104306","-0,699721","GENERALITAT VALENCIANA","CIF: S9600015C","LA CANAL DE NAVARRÉS","46022178@edu.gva.es","http://mestreacasa.gva.es/web/4602217800","Transporte; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; FONDOS SOCIALES EUROPEOS; Adscrito al programa de banco de libros"
"Código: 03006694","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA ALFONSO X EL SABIO","Régimen: PÚBLICO","Calle ALFONSO X EL SABIO, 19","03660 - NOVELDA","966 90 81 80   ","966 90 81 81","38,381153","-0,772616","GENERALITAT VALENCIANA","CIF: Q5355464H","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","03006694@edu.gva.es","http://mestreacasa.gva.es/web/0300669400","Comedor; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 03006700","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA GÓMEZ NAVARRO","Régimen: PÚBLICO","Calle ELIAS ABAD, 2","03660 - NOVELDA","966 90 81 85   ","966 90 81 86","38,388184","-0,763947","GENERALITAT VALENCIANA","CIF: Q5355460F","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","03006700@edu.gva.es","http://mestreacasa.gva.es/web/0300670000","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03010260","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA JESÚS NAVARRO JOVER","Régimen: PÚBLICO","Calle JUAN RAMÓN JIMÉNEZ, 5","03660 - NOVELDA","966 90 81 45   ","966 90 81 46","38,388483","-0,77234","GENERALITAT VALENCIANA","CIF: Q5355462B","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","03010260@edu.gva.es","http://mestreacasa.gva.es/web/0301026000","Transporte; Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 03006670","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA JORGE JUAN","Régimen: PÚBLICO","Calle SALVADOR DE MADARIAGA, 14","03660 - NOVELDA","966 90 81 75   ","966 90 81 76","38,380521","-0,766417","GENERALITAT VALENCIANA","CIF: Q5355458J","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","03006670@edu.gva.es","http://mestreacasa.gva.es/web/0300667000","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Pelota; Gimnasio; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 03011690","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SÁNCHEZ ALBORNOZ","Régimen: PÚBLICO","Avenida BENITO PÉREZ GALDÓS, 3","03660 - NOVELDA","966 90 81 50   ","966 90 81 51","38,385232","-0,757585","GENERALITAT VALENCIANA","CIF: Q5355076J","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","03011690@edu.gva.es","http://mestreacasa.gva.es/web/0301169000","Transporte; Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 03016407","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE EL PATI","Régimen: PRIVADO","Plaza SANTA MARÍA MAGDALENA, 3","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","965 62 46 84   ","escuelaelpati@hotmail.com","","","","","","03660 - NOVELDA","",""
"Código: 03019263","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE LA PAPALLONA","Régimen: PRIVADO","Avenida DEL CEMENTERIO VIEJO, 8","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","677 53 23 89   ","lapapallona@hotmail.es","","","","","","03660 - NOVELDA","","Comedor; Huerto; Cursos de verano; Inglés; Valenciano"
"Código: 03019652","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE NANOS","Régimen: PRIVADO","Calle SENTENERO, 26","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","687 79 83 34   ","escuelainfantilnanos@hotmail.com","","","","","","03660 - NOVELDA","","Comedor; Huerto; Cursos de verano; Inglés; Valenciano"
"Código: 03020502","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE NANOS 2","Régimen: PRIVADO","Calle POETA GARCÍA LORCA, 21","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","687 79 83 34   ","escuelainfantilnanos@hotmail.com","","","","","","03660 - NOVELDA","",""
"Código: 03020381","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE NIÑO JESÚS","Régimen: PRIVADO","Calle ALFONSO X EL SABIO, 35","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","965 60 22 53   ","centroinfantilninojesus@gmail.com","","","","","","03660 - NOVELDA","mailto:centroinfantilninojesus@gmail.com","Comedor; Huerto; Cursos de verano; Inglés; Valenciano"
"Código: 03019214","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA TALLER DE OFICIOS FERSOL","Régimen: PRIVADO","Polígono IND.FONDONET-VIAL 2,NAU 1- C/ SERRETA, 9","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","965 60 46 23   ","oficiosfersol@hotmail.com","","","","","","03660 - NOVELDA","",""
"Código: 03006724","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA ORATORIO FESTIVO","Régimen: PRIVADO  -  CONCERTADO","Calle MARÍA AUXILIADORA, 9","03660 - NOVELDA","965 60 44 06   ","965 62 46 61","38,383853","-0,763625","OBISPADO DE ORIHUELA-ALACANT","","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","cdoratorio@hotmail.com","mailto:cdoratorio@hotmail.com","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03006736","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA PADRE DEHÓN","Régimen: PRIVADO  -  CONCERTADO","Calle SANTA INÉS, 1","03660 - NOVELDA","965 60 03 50   ","965 60 08 87","38,385712","-0,769601","PADRES REPARADORES","","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","director@colegiopadredehon.com","mailto:director@colegiopadredehon.com","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03006748","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA SAN JOSÉ DE CLUNY","Régimen: PRIVADO  -  CONCERTADO","Calle MOSÉN ESTEBAN, 12","03660 - NOVELDA","965 60 04 66   ","965 60 04 66","38,387907","-0,764183","FUNDACIÓN EDUCATIVA SAN JOSÉ DE CLUNY","","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","sjclunyn@planalfa.es","mailto:sjclunyn@planalfa.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03006751","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA SANTA MARÍA MAGDALENA","Régimen: PRIVADO  -  CONCERTADO","Calle SIRERA Y DARA, 17","03660 - NOVELDA","965 60 09 95   ","965 62 47 28","38,386615","-0,764206","HERMANAS CARMELITAS","","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","cmtmagda@planalfa.es","","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03012980","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES L'ILLA DELS GARROFERETS","Régimen: PÚBLICO","Paseo MESTRE JOAQUÍN PELLÍN, 2","03660 - NOVELDA","966 90 82 65   ","966 90 82 66","38,388402","-0,772678","GENERALITAT VALENCIANA","CIF: Q5355461D","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","03012980@edu.gva.es","http://mestreacasa.gva.es/web/0301298000","Biblioteca; Laboratorio/Taller; Inglés"
"Código: 03013871","CONSERVATORI PROFESSIONAL DE DANSA DE NOVELDA","Régimen: PÚBLICO","Calle SALVADOR DE MADARIAGA, 16","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","965 60 00 55   ","conservatoriodanza@novelda.net","","","","","","03660 - NOVELDA","","Biblioteca; Aula música"
"Código: 03011471","CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE GOMIS","Régimen: PÚBLICO","Calle HERNÁN CORTÉS, 24","03660 - NOVELDA","965 60 20 70   ","965 60 20 70","38,38519","-0,767793","AJUNTAMENT DE NOVELDA","","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","03011471@gva.es","mailto:03011471@gva.es","Biblioteca; Salón actos; Aula música"
"Código: 03015373","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL RAMONA SIMÓN","Régimen: PÚBLICO","Calle TIRSO DE MOLINA (ESQ.VIRIATO), S/N","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","965 60 49 37   ","ramonasimon@novelda.net","","","","","","03660 - NOVELDA","",""
"Código: 03015415","ESCOLA PRIVADA DE MÚSICA SOCIEDAD MUSICAL SANTA MARÍA MAGDALENA","Régimen: PRIVADO","Avenida DE LA CONSTITUCIÓN, 47","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","965 60 14 30   ","smsantamariamagdalena@hotmail.com","","","","","","03660 - NOVELDA","","Aula música"
"Código: 03013856","ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL LA ARTÍSTICA","Régimen: PRIVADO","Calle MENÉNDEZ PELAYO, 46","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","965 60 71 72   ","umartisticanovelda@hotmail.com","","","","","","03660 - NOVELDA","","Aula música"
"Código: 03009798","INSTITUT D'EDUCACIÓ SECUNDÀRIA EL VINALOPÓ","Régimen: PÚBLICO","Calle CURA GONZÁLEZ, 52","03660 - NOVELDA","966 90 81 20   ","966 90 81 21","38,380649","-0,77526","GENERALITAT VALENCIANA","CIF: Q5355087G","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","03009798@edu.gva.es","mailto:03009798@edu.gva.es","Transporte; Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03006761","INSTITUT D'EDUCACIÓ SECUNDÀRIA LA MOLA","Régimen: PÚBLICO","Calle PÉREZ GALDÓS, 1","03660 - NOVELDA","966 90 81 15   ","966 90 81 16","38,386071","-0,757652","GENERALITAT VALENCIANA","CIF: Q5355459H","EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO","03006761@edu.gva.es","mailto:03006761@edu.gva.es","Transporte; Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 46005806","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA JAUME I","Régimen: PÚBLICO","Calle PÍO XII, 18","46819 - NOVETLÈ","962 24 97 30   ","962 24 97 31","38,97952","-0,547986","GENERALITAT VALENCIANA","CIF: Q9655689I","LA COSTERA","46005806@edu.gva.es","http://mestreacasa.gva.es/web/4600580600","Comedor; Biblioteca; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 12001940","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA CERVANTES","Régimen: PÚBLICO","Calle SANTA NATALIA, S/N","12520 - NULES","964 73 85 85   ","964 73 85 86","39,855342","-0,159892","GENERALITAT VALENCIANA","CIF: Q6255195G","LA PLANA BAIXA","12001940@edu.gva.es","http://mestreacasa.gva.es/web/1200194000","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 12003432","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA JAUME I","Régimen: PÚBLICO","Avenida JAUME I, S/N","12520 - NULES","964 73 87 40   ","964 73 87 41","39,847245","-0,162134","GENERALITAT VALENCIANA","CIF: Q6255044G","LA PLANA BAIXA","12003432@edu.gva.es","http://mestreacasa.gva.es/web/1200343200","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 12001964","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA LOPE DE VEGA","Régimen: PÚBLICO","Calle SAGRADA FAMILIA, S/N","12520 - NULES","964 73 85 90   ","964 73 85 91","39,85446","-0,152955","GENERALITAT VALENCIANA","CIF: Q6255198A","LA PLANA BAIXA","12001964@edu.gva.es","mailto:12001964@edu.gva.es","Transporte; Comedor; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 12007218","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA NOU PEDRO ALCÁZAR","Régimen: PÚBLICO","Calle PASCUALA LAUTERIO, S/N","12520 - NULES","964 73 88 80   ","964 73 88 81","39,858249","-0,159066","GENERALITAT VALENCIANA","CIF: Q1200345E","LA PLANA BAIXA","12007218@edu.gva.es","http://mestreacasa.gva.es/web/1200721800","Transporte; Comedor; Adscrito al programa de banco de libros"
"Código: 12001976","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PÍO XII","Régimen: PÚBLICO","Calle BUENAVISTA, S/N","12520 - NULES","964 73 85 95   ","964 73 85 96","39,850688","-0,159312","GENERALITAT VALENCIANA","CIF: Q6255200E","LA PLANA BAIXA","12001976@edu.gva.es","http://mestreacasa.gva.es/web/1200197600","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 12006482","CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES MUNICIPAL DE NULES","Régimen: PÚBLICO","Calle SAN VICENTE ( IES GILABERT DE CENTELLES), 78","LA PLANA BAIXA","678 18 97 80   ","fpanules@gmail.com","","","","","","12520 - NULES","","Cafetería/Bar; Aula Informática; Aula de idiomas; Inglés"
"Código: 12007796","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA LUCAS ROS CONSULTING","Régimen: PRIVADO","Calle MAYOR, 71","12520 - NULES","964 10 80 08   ","964 10 80 08","39,853775","-0,154849","LUCAS ROS CONSULTING, SL","","LA PLANA BAIXA","ednconsultores@gmail.com","mailto:ednconsultores@gmail.com","Aula Informática; Inglés; Castellano; Valenciano"
"Código: 12001952","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA NUESTRA SEÑORA DE LA CONSOLACIÓN","Régimen: PRIVADO  -  CONCERTADO","Calle ARTANA, 1","12520 - NULES","964 67 01 58   ","964 67 07 32","39,851545","-0,161211","RELIGIOSAS DE LA CONSOLACIÓN","","LA PLANA BAIXA","colegio@consolacionnules.com","mailto:colegio@consolacionnules.com","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés"
"Código: 12005143","ESCOLA INFANTIL DE PRIMER CICLE LOS GORRIONES","Régimen: PÚBLICO","Calle RAMÓN Y CAJAL, 4","12520 - NULES","964 73 88 10   ","964 73 88 11","39,854518","-0,160047","GENERALITAT VALENCIANA","CIF: Q6255075A","LA PLANA BAIXA","12005143@edu.gva.es","http://mestreacasa.gva.es/web/1200514300","Comedor; I. Deportivas"
"Código: 12005027","ESCOLA PRIVADA DE MÚSICA CENTRO ESTUDIOS MUSICALES ARTÍSTICA NULENSE","Régimen: PRIVADO","Avenida DE CASTELLÓN, 11","LA PLANA BAIXA","964 67 36 09   ","artisticanulense@hotmail.com","","","","","","12520 - NULES","","Aula música"
"Código: 12005601","INSTITUT D'EDUCACIÓ SECUNDÀRIA GILABERT DE CENTELLES","Régimen: PÚBLICO","Calle SAN VICENTE, 78","12520 - NULES","964 73 92 95   ","964 73 92 96","39,857838","-0,159637","GENERALITAT VALENCIANA","CIF: S1200009G","LA PLANA BAIXA","12005601@edu.gva.es","http://mestreacasa.gva.es/web/1200560100","Transporte; Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Alemán; Italiano; FONDOS SOCIALES EUROPEOS; Adscrito al programa de banco de libros"
"Código: 46018281","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA ALFADALÍ","Régimen: PÚBLICO","Calle ALFADALI, S/N","46780 - OLIVA","962 82 66 25   ","962 82 66 26","38,911673","-0,111494","GENERALITAT VALENCIANA","CIF: Q9655690G","LA SAFOR","46018281@edu.gva.es","mailto:46018281@edu.gva.es","Transporte; Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46005892","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA HORT DE PALAU","Régimen: PÚBLICO","Paseo POETA FRANCISCO BRINES, 18","46780 - OLIVA","962 82 66 95   ","962 82 66 96","38,920776","-0,113225","GENERALITAT VALENCIANA","CIF: Q9655693A","LA SAFOR","46005892@edu.gva.es","mailto:46005892@edu.gva.es","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46005910","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA LA CARRASCA","Régimen: PÚBLICO","Calle ANDRÉS MANJÓN, S/N","46780 - OLIVA","962 82 65 75   ","962 82 65 76","38,914525","-0,118599","GENERALITAT VALENCIANA","CIF: Q9655691E","LA SAFOR","46005910@edu.gva.es","http://mestreacasa.gva.es/web/4600591000","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46005922","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA LLUÍS VIVES","Régimen: PÚBLICO","Paseo JOAN FUSTER, 2","46780 - OLIVA","962 82 65 80   ","962 82 65 81","38,924845","-0,121963","GENERALITAT VALENCIANA","CIF: Q9655045D","LA SAFOR","46005922@edu.gva.es","http://mestreacasa.gva.es/web/4600592200","Transporte; Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46005909","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SANTA ANNA","Régimen: PÚBLICO","Calle ANTONIO MAURA, S/N","46780 - OLIVA","962 82 64 75   ","962 82 64 76","38,918343","-0,120614","GENERALITAT VALENCIANA","CIF: Q9655697B","LA SAFOR","46005909@edu.gva.es","http://mestreacasa.gva.es/web/4600590900","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46005867","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA VERGE DELS DESEMPARATS","Régimen: PÚBLICO","Calle ALCALDE LLORCA, S/N","46780 - OLIVA","962 82 65 70   ","962 82 65 71","38,923593","-0,122443","GENERALITAT VALENCIANA","CIF: Q9655696D","LA SAFOR","46005867@edu.gva.es","mailto:46005867@edu.gva.es","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Gimnasio; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46029057","CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES MUNICIPAL JOANOT MARTORELL","Régimen: PÚBLICO","Paseo JAUME I, 6","LA SAFOR","962 85 06 98   ","fpaoliva@gmail.com","","","","","","46780 - OLIVA","mailto:fpaoliva@gmail.com","Aula Informática; Biblioteca; Aula de idiomas; Salón actos; Francés; Inglés; Alemán; Castellano; Valenciano"
"Código: 46031465","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE EL BORIOL-ESPAI OBERT","Régimen: PRIVADO","Calle BARRANC DEL XIRICULL, 6","LA SAFOR","675 68 46 43   ","elboriolmontessori@gmail.com","","","","","","46780 - OLIVA","mailto:elboriolmontessori@gmail.com","Comedor; Huerto; Piscina; Cursos de verano; Inglés; Castellano; Valenciano"
"Código: 46005855","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA EL REBOLLET","Régimen: PRIVADO  -  CONCERTADO","Plaza JUAN BAUTISTA ESCRIVÁ, 1","46780 - OLIVA","962 85 00 70   ","962 85 28 36","38,921611","-0,119374","COLEGIO EL REBOLLET, SOC.COOP. VALENCIANA","","LA SAFOR","secretaria@colegioelrebollet.es","mailto:secretaria@colegioelrebollet.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 46005818","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA SAN JOSÉ DE LA MONTAÑA","Régimen: PRIVADO  -  CONCERTADO","Paseo FRANCISCO BRINES, 52","46780 - OLIVA","962 85 27 04   ","962 85 29 10","38,924482","-0,107597","SOC. COOPERATIVA SAN JOSÉ DE LA MONTAÑA","","LA SAFOR","colegio@sanjosemont.com","mailto:colegio@sanjosemont.com","Transporte; Comedor; Aula Informática; Biblioteca; Aula de idiomas; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46019313","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES SERAFÍ DE CENTELLES","Régimen: PÚBLICO","Paseo JAUME I, 6","46780 - OLIVA","962 82 94 75   ","962 82 94 76","38,923802","-0,121686","GENERALITAT VALENCIANA","CIF: Q9655692C","LA SAFOR","46019313@edu.gva.es","mailto:46019313@edu.gva.es","Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés"
"Código: 46021782","CONSERVATORI PROFESSIONAL DE MÚSICA JOSEP CLIMENT","Régimen: PÚBLICO","Calle MANUEL DE FALLA, 2","46780 - OLIVA","962 82 94 80   ","962 82 94 81","38,917249","-0,114691","GENERALITAT VALENCIANA","CIF: S9600012J","LA SAFOR","46021782@edu.gva.es","https://portal.edu.gva.es/46021782","Biblioteca; Salón actos; Aula música"
"Código: 46024175","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL EL CARAGOL","Régimen: PÚBLICO","Calle BARRANCO, 67","LA SAFOR","962 85 06 68   ","oliva.escolacaragol@cv.gva.es","","","","","","46780 - OLIVA","","Comedor; I. Deportivas"
"Código: 46033747","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL LA TARONJA","Régimen: PÚBLICO","Calle MENÉNDEZ PELAYO-GREGORI MAYANS I SISCAR, S/N","LA SAFOR","962 85 62 80   ","infooliva@escolesinfantilsninos.com","","","","","","46780 - OLIVA","mailto:infooliva@escolesinfantilsninos.com","Comedor; Huerto; Cursos de verano; Inglés; Valenciano"
"Código: 46021034","ESCOLA PRIVADA DE MÚSICA OLIVA-AAMO","Régimen: PRIVADO","Paseo JAUME I, 4-6","LA SAFOR","962 85 61 19   ","escola@aamoliva.org","","","","","","46780 - OLIVA","","Aula música"
"Código: 46022774","ESCOLA PRIVADA DE MÚSICA SANTA CECILIA","Régimen: PRIVADO","Calle NIÑO, 4","LA SAFOR","962 83 94 33   ","alemanyalemany@hotmail.com","","","","","","46780 - OLIVA","","Aula música"
"Código: 46005946","INSTITUT D'EDUCACIÓ SECUNDÀRIA GABRIEL CÍSCAR","Régimen: PÚBLICO","Calle RIU ALFADALI, S/N","46780 - OLIVA","962 82 94 35   ","962 82 94 36","38,911784","-0,110468","GENERALITAT VALENCIANA","CIF: Q9655695F","LA SAFOR","46005946@edu.gva.es","mailto:46005946@edu.gva.es","Transporte; Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 46005934","INSTITUT D'EDUCACIÓ SECUNDÀRIA GREGORI MAIANS","Régimen: PÚBLICO","Calle GABRIEL MIRÓ, 16","46780 - OLIVA","962 82 99 90   ","962 82 99 91","38,922923","-0,114492","GENERALITAT VALENCIANA","CIF: Q9655694I","LA SAFOR","46005934@edu.gva.es","mailto:46005934@edu.gva.es","Transporte; Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 46029550","COL·LEGI RURAL AGRUPAT ALT CARRAIXET","Régimen: PÚBLICO","Calle ALTA, 2","46169 - OLOCAU","962 71 82 50   ","962 71 82 51","39,700887","-0,530342","GENERALITAT VALENCIANA","ÁMBITO: ","EL CAMP DE TÚRIA","46029550@edu.gva.es","http://mestreacasa.gva.es/web/4602955000","Transporte; Comedor; Adscrito al programa de banco de libros"
"Código: 46031271","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL","Régimen: PÚBLICO","Calle LES PITERES, 4","EL CAMP DE TÚRIA","962 70 30 77   ","villadeolocau@olocau.es","","","","","","46169 - OLOCAU","",""
"Código: 46036189","ESCOLA PRIVADA DE MÚSICA LA MELODIA","Régimen: PRIVADO","Calle MESTRE ROSELLÓ, 25","46169 - OLOCAU","655 06 84 83   ","962 73 97 10","39,698913","-0,530898",""LA MELODIA" AGRUPACIÓ MUSICAL D'OLOCAU","","EL CAMP DE TÚRIA","amlamelodia@gmail.com","mailto:amlamelodia@gmail.com","Aula música; Valenciano"
